dob,season,sex,dod,mom_dob,age_at_delivery,age_at_death,treatment
2004-11-13T00:00:00Z,2005,f,2006-04-03T00:00:00Z,1999-12-30T00:00:00Z,4.876712329,1.38630137,control
1999-02-11T00:00:00Z,1999,f,2006-07-02T00:00:00Z,1991-01-27T00:00:00Z,8.046575342,7.391780822,control
2004-10-03T00:00:00Z,2005,f,2006-03-03T00:00:00Z,1992-02-04T00:00:00Z,12.67123288,1.41369863,control
2004-10-06T00:00:00Z,2005,f,2006-03-15T00:00:00Z,1999-11-19T00:00:00Z,4.884931507,1.438356164,control
1995-01-30T00:00:00Z,1995,m,2006-07-18T00:00:00Z,1989-04-02T00:00:00Z,5.832876712,11.47123288,control
1989-01-02T00:00:00Z,1989,f,2006-07-18T00:00:00Z,1983-01-31T00:00:00Z,5.926027397,17.55068493,control
2005-10-19T00:00:00Z,2006,m,2006-05-16T00:00:00Z,1999-12-20T00:00:00Z,5.835616438,0.57260274,control
2005-10-13T00:00:00Z,2006,m,2006-06-23T00:00:00Z,1997-01-17T00:00:00Z,8.742465753,0.693150685,control
1988-12-18T00:00:00Z,1989,f,2006-09-06T00:00:00Z,1982-02-22T00:00:00Z,6.824657534,17.72876712,control
2005-05-09T00:00:00Z,2005,f,2007-02-06T00:00:00Z,1990-02-20T00:00:00Z,15.22465753,1.747945205,control
1992-02-04T00:00:00Z,1992,f,2006-11-05T00:00:00Z,1987-12-30T00:00:00Z,4.101369863,14.76164384,control
2005-10-23T00:00:00Z,2006,f,2006-07-30T00:00:00Z,1997-01-19T00:00:00Z,8.764383562,0.767123288,control
2003-01-12T00:00:00Z,2003,m,2006-10-23T00:00:00Z,1992-04-02T00:00:00Z,10.78630137,3.780821918,control
1999-11-20T00:00:00Z,2000,m,2006-09-14T00:00:00Z,1990-04-03T00:00:00Z,9.638356164,6.821917808,control
1992-01-10T00:00:00Z,1992,f,2006-11-03T00:00:00Z,1983-03-06T00:00:00Z,8.854794521,14.82465753,control
2005-11-16T00:00:00Z,2006,f,2006-09-22T00:00:00Z,1997-01-02T00:00:00Z,8.876712329,0.849315068,control
1999-11-26T00:00:00Z,2000,f,2006-10-05T00:00:00Z,1988-01-16T00:00:00Z,11.86849315,6.863013699,control
2005-10-23T00:00:00Z,2006,f,2006-09-27T00:00:00Z,1994-01-15T00:00:00Z,11.77808219,0.928767123,control
2006-01-16T00:00:00Z,2006,m,2006-12-31T00:00:00Z,1996-02-04T00:00:00Z,9.956164384,0.956164384,control
1993-01-04T00:00:00Z,1993,f,2006-12-17T00:00:00Z,1981-04-24T00:00:00Z,11.70684932,13.95890411,control
2006-10-19T00:00:00Z,2007,m,2006-10-19T00:00:00Z,1999-11-19T00:00:00Z,6.920547945,0,control
2006-10-25T00:00:00Z,2007,f,2006-10-27T00:00:00Z,1990-12-07T00:00:00Z,15.89315068,0.005479452,control
2005-12-27T00:00:00Z,2006,m,2006-12-31T00:00:00Z,1989-01-22T00:00:00Z,16.93972603,1.010958904,control
2005-12-25T00:00:00Z,2006,f,2006-12-31T00:00:00Z,1991-03-04T00:00:00Z,14.82191781,1.016438356,control
2006-12-14T00:00:00Z,2007,f,2006-12-20T00:00:00Z,1993-01-04T00:00:00Z,13.95068493,0.016438356,control
2006-12-21T00:00:00Z,2007,m,2006-12-27T00:00:00Z,1982-03-26T00:00:00Z,24.75616438,0.016438356,control
2006-09-28T00:00:00Z,2007,m,2006-10-06T00:00:00Z,1998-11-30T00:00:00Z,7.832876712,0.021917808,control
1988-01-27T00:00:00Z,1988,f,2007-02-09T00:00:00Z,1980-02-04T00:00:00Z,7.983561644,19.04931507,control
1989-01-12T00:00:00Z,1989,f,2007-01-30T00:00:00Z,1981-02-18T00:00:00Z,7.904109589,18.06027397,control
2005-11-09T00:00:00Z,2006,m,2006-12-17T00:00:00Z,1992-12-16T00:00:00Z,12.90684932,1.104109589,control
1998-12-27T00:00:00Z,1999,f,2007-02-03T00:00:00Z,1986-01-27T00:00:00Z,12.92328767,8.109589041,control
2005-11-18T00:00:00Z,2006,f,2006-12-31T00:00:00Z,1998-11-30T00:00:00Z,6.97260274,1.117808219,control
2006-12-28T00:00:00Z,2007,f,2007-02-10T00:00:00Z,1990-01-24T00:00:00Z,16.9369863,0.120547945,control
2005-11-14T00:00:00Z,2006,f,2006-12-31T00:00:00Z,1993-12-31T00:00:00Z,11.87945205,1.128767123,control
2006-11-13T00:00:00Z,2007,m,2006-12-31T00:00:00Z,1991-01-27T00:00:00Z,15.80547945,0.131506849,control
2005-11-11T00:00:00Z,2006,f,2006-12-31T00:00:00Z,1994-12-30T00:00:00Z,10.8739726,1.136986301,control
2005-11-10T00:00:00Z,2006,m,2006-12-31T00:00:00Z,1992-02-21T00:00:00Z,13.72876712,1.139726027,control
2004-12-04T00:00:00Z,2005,m,2007-01-29T00:00:00Z,1991-01-07T00:00:00Z,13.91780822,2.153424658,control
2005-11-05T00:00:00Z,2006,f,2006-12-31T00:00:00Z,1998-04-02T00:00:00Z,7.6,1.153424658,control
1997-02-08T00:00:00Z,1997,m,2007-04-03T00:00:00Z,1990-11-23T00:00:00Z,6.216438356,10.15342466,control
2005-11-04T00:00:00Z,2006,m,2006-12-31T00:00:00Z,1992-01-25T00:00:00Z,13.78630137,1.156164384,control
2005-10-27T00:00:00Z,2006,m,2006-12-31T00:00:00Z,1999-12-27T00:00:00Z,5.838356164,1.178082192,control
2006-10-23T00:00:00Z,2007,f,2006-12-28T00:00:00Z,2001-11-12T00:00:00Z,4.947945205,0.180821918,control
2005-10-18T00:00:00Z,2006,m,2006-12-31T00:00:00Z,1993-02-24T00:00:00Z,12.65479452,1.202739726,control
2005-11-25T00:00:00Z,2006,f,2007-02-07T00:00:00Z,1991-01-26T00:00:00Z,14.84109589,1.202739726,control
2006-10-22T00:00:00Z,2007,f,2007-01-18T00:00:00Z,1988-01-27T00:00:00Z,18.74794521,0.24109589,control
2006-11-05T00:00:00Z,2007,m,2007-02-02T00:00:00Z,1994-01-19T00:00:00Z,12.80273973,0.243835616,control
2006-11-20T00:00:00Z,2007,m,2007-02-17T00:00:00Z,1993-01-02T00:00:00Z,13.89041096,0.243835616,control
2006-11-16T00:00:00Z,2007,m,2007-02-23T00:00:00Z,1986-04-15T00:00:00Z,20.60273973,0.271232877,control
2006-11-01T00:00:00Z,2007,m,2007-02-09T00:00:00Z,1996-01-18T00:00:00Z,10.79452055,0.273972603,control
2006-10-30T00:00:00Z,2007,m,2007-02-11T00:00:00Z,1998-12-27T00:00:00Z,7.846575342,0.284931507,control
2006-11-20T00:00:00Z,2007,m,2007-03-08T00:00:00Z,1997-01-20T00:00:00Z,9.838356164,0.295890411,control
1999-12-28T00:00:00Z,2000,m,2007-04-18T00:00:00Z,1994-12-28T00:00:00Z,5.002739726,7.309589041,control
2005-11-19T00:00:00Z,2006,f,2007-03-28T00:00:00Z,1994-01-31T00:00:00Z,11.80821918,1.353424658,control
2007-01-02T00:00:00Z,2007,f,2007-05-17T00:00:00Z,2002-10-29T00:00:00Z,4.180821918,0.369863014,control
1997-01-14T00:00:00Z,1997,f,2007-06-05T00:00:00Z,1993-01-03T00:00:00Z,4.032876712,10.39452055,control
2006-11-17T00:00:00Z,2007,m,2007-04-17T00:00:00Z,1994-01-31T00:00:00Z,12.80273973,0.41369863,control
1998-01-14T00:00:00Z,1998,f,2007-07-07T00:00:00Z,1990-02-16T00:00:00Z,7.915068493,9.482191781,control
2006-11-03T00:00:00Z,2007,f,2007-05-18T00:00:00Z,1994-12-27T00:00:00Z,11.86027397,0.536986301,control
1993-02-24T00:00:00Z,1993,f,2007-09-18T00:00:00Z,1985-03-09T00:00:00Z,7.969863014,14.57260274,control
1990-02-25T00:00:00Z,1990,f,2007-09-21T00:00:00Z,1982-02-10T00:00:00Z,8.046575342,17.58082192,control
1998-11-23T00:00:00Z,1999,f,2007-06-26T00:00:00Z,1986-01-29T00:00:00Z,12.82465753,8.594520548,control
2000-12-26T00:00:00Z,2001,m,2007-08-08T00:00:00Z,1984-05-25T00:00:00Z,16.6,6.619178082,control
1988-01-30T00:00:00Z,1988,f,2007-10-04T00:00:00Z,1980-03-01T00:00:00Z,7.920547945,19.69041096,control
1998-11-19T00:00:00Z,1999,f,2007-07-31T00:00:00Z,1994-01-15T00:00:00Z,4.846575342,8.701369863,control
2002-11-16T00:00:00Z,2003,f,2007-08-17T00:00:00Z,1997-12-28T00:00:00Z,4.887671233,4.753424658,control
2006-11-08T00:00:00Z,2007,f,2007-08-21T00:00:00Z,1993-11-30T00:00:00Z,12.94794521,0.783561644,control
1995-02-10T00:00:00Z,1995,m,2007-11-28T00:00:00Z,1987-01-19T00:00:00Z,8.065753425,12.80547945,control
1997-12-22T00:00:00Z,1998,m,2007-11-21T00:00:00Z,1989-01-22T00:00:00Z,8.920547945,9.920547945,control
1987-04-03T00:00:00Z,1987,m,2008-03-13T00:00:00Z,1980-01-20T00:00:00Z,7.205479452,20.95890411,control
2007-12-14T00:00:00Z,2008,f,2007-12-14T00:00:00Z,1994-12-28T00:00:00Z,12.96986301,0,control
2008-01-09T00:00:00Z,2008,m,2008-01-10T00:00:00Z,1986-02-04T00:00:00Z,21.94246575,0.002739726,control
1998-01-18T00:00:00Z,1998,f,2008-01-17T00:00:00Z,1991-02-13T00:00:00Z,6.934246575,10.00273973,control
1990-01-28T00:00:00Z,1990,f,2008-01-28T00:00:00Z,1982-02-22T00:00:00Z,7.936986301,18.0109589,control
2007-12-10T00:00:00Z,2008,m,2007-12-14T00:00:00Z,1992-11-28T00:00:00Z,15.04109589,0.010958904,control
2008-01-12T00:00:00Z,2008,m,2008-01-17T00:00:00Z,1998-01-18T00:00:00Z,9.989041096,0.01369863,control
2007-10-28T00:00:00Z,2008,f,2007-11-04T00:00:00Z,1994-12-27T00:00:00Z,12.84383562,0.019178082,control
2007-11-12T00:00:00Z,2008,m,2007-11-19T00:00:00Z,1998-01-22T00:00:00Z,9.810958904,0.019178082,control
2007-12-25T00:00:00Z,2008,m,2008-01-01T00:00:00Z,1997-12-22T00:00:00Z,10.01369863,0.019178082,control
2007-09-12T00:00:00Z,2008,f,2007-09-24T00:00:00Z,2002-11-26T00:00:00Z,4.797260274,0.032876712,control
2007-11-16T00:00:00Z,2008,f,2007-11-28T00:00:00Z,2003-11-24T00:00:00Z,3.980821918,0.032876712,control
2007-10-25T00:00:00Z,2008,f,2007-11-08T00:00:00Z,1991-02-13T00:00:00Z,16.70684932,0.038356164,control
2007-10-06T00:00:00Z,2008,m,2007-10-24T00:00:00Z,2002-01-06T00:00:00Z,5.750684932,0.049315068,control
1992-11-28T00:00:00Z,1993,f,2007-12-15T00:00:00Z,1987-01-18T00:00:00Z,5.865753425,15.05479452,control
2007-11-22T00:00:00Z,2008,m,2007-12-14T00:00:00Z,1994-01-15T00:00:00Z,13.86027397,0.060273973,control
2007-10-23T00:00:00Z,2008,m,2007-11-16T00:00:00Z,2001-01-24T00:00:00Z,6.747945205,0.065753425,control
2007-09-05T00:00:00Z,2008,m,2007-10-04T00:00:00Z,1988-01-30T00:00:00Z,19.6109589,0.079452055,control
1999-01-12T00:00:00Z,1999,f,2008-02-14T00:00:00Z,1992-12-14T00:00:00Z,6.082191781,9.095890411,control
1994-01-18T00:00:00Z,1994,f,2008-02-21T00:00:00Z,1984-05-25T00:00:00Z,9.657534247,14.10136986,control
2007-10-23T00:00:00Z,2008,f,2007-12-04T00:00:00Z,2003-10-30T00:00:00Z,3.983561644,0.115068493,control
2008-01-15T00:00:00Z,2008,f,2008-03-01T00:00:00Z,1990-02-16T00:00:00Z,17.92328767,0.126027397,control
2006-12-22T00:00:00Z,2007,m,2008-02-08T00:00:00Z,1989-04-02T00:00:00Z,17.73424658,1.131506849,control
2007-11-10T00:00:00Z,2008,m,2008-01-04T00:00:00Z,1997-01-17T00:00:00Z,10.81917808,0.150684932,control
2007-12-09T00:00:00Z,2008,f,2008-02-05T00:00:00Z,1987-01-16T00:00:00Z,20.90958904,0.15890411,control
2007-10-29T00:00:00Z,2008,m,2008-01-01T00:00:00Z,2003-01-05T00:00:00Z,4.816438356,0.175342466,control
2007-10-29T00:00:00Z,2008,m,2008-01-01T00:00:00Z,1993-01-20T00:00:00Z,14.78082192,0.175342466,control
2007-10-11T00:00:00Z,2008,f,2008-01-01T00:00:00Z,1999-12-01T00:00:00Z,7.865753425,0.224657534,control
2006-10-04T00:00:00Z,2007,m,2007-12-31T00:00:00Z,1997-01-14T00:00:00Z,9.726027397,1.24109589,control
2007-10-05T00:00:00Z,2008,f,2008-01-01T00:00:00Z,2003-10-26T00:00:00Z,3.945205479,0.24109589,control
1987-01-18T00:00:00Z,1987,f,2008-04-16T00:00:00Z,1980-03-01T00:00:00Z,6.887671233,21.25753425,control
2007-09-28T00:00:00Z,2008,m,2008-01-01T00:00:00Z,1997-02-03T00:00:00Z,10.65479452,0.260273973,control
1987-02-21T00:00:00Z,1987,m,2008-05-22T00:00:00Z,1983-02-07T00:00:00Z,4.04109589,21.2630137,control
2000-02-14T00:00:00Z,2000,m,2008-05-19T00:00:00Z,1994-12-24T00:00:00Z,5.145205479,8.265753425,control
2006-12-01T00:00:00Z,2007,f,2008-03-19T00:00:00Z,1998-01-04T00:00:00Z,8.912328767,1.298630137,control
2007-10-22T00:00:00Z,2008,m,2008-02-18T00:00:00Z,1994-01-19T00:00:00Z,13.76438356,0.326027397,control
2006-12-26T00:00:00Z,2007,f,2008-04-24T00:00:00Z,1993-01-08T00:00:00Z,13.97260274,1.328767123,control
2000-01-11T00:00:00Z,2000,m,2008-05-09T00:00:00Z,1983-02-05T00:00:00Z,16.94246575,8.331506849,control
2006-10-11T00:00:00Z,2007,f,2008-02-09T00:00:00Z,1992-03-19T00:00:00Z,14.57260274,1.331506849,control
2006-11-01T00:00:00Z,2007,f,2008-03-01T00:00:00Z,1998-01-12T00:00:00Z,8.808219178,1.331506849,control
2006-11-01T00:00:00Z,2007,m,2008-03-01T00:00:00Z,1999-12-30T00:00:00Z,6.843835616,1.331506849,control
2005-10-30T00:00:00Z,2006,f,2008-03-11T00:00:00Z,1989-01-12T00:00:00Z,16.80821918,2.364383562,control
2005-10-30T00:00:00Z,2006,m,2008-03-14T00:00:00Z,1995-12-10T00:00:00Z,9.895890411,2.37260274,control
2006-10-17T00:00:00Z,2007,m,2008-03-01T00:00:00Z,1997-03-28T00:00:00Z,9.561643836,1.37260274,control
2006-10-15T00:00:00Z,2007,m,2008-03-01T00:00:00Z,1996-03-21T00:00:00Z,10.57534247,1.378082192,control
2007-10-13T00:00:00Z,2008,f,2008-03-05T00:00:00Z,1994-01-18T00:00:00Z,13.74246575,0.394520548,control
2007-10-05T00:00:00Z,2008,f,2008-03-04T00:00:00Z,1999-01-12T00:00:00Z,8.734246575,0.41369863,control
2002-11-10T00:00:00Z,2003,f,2008-04-16T00:00:00Z,1998-11-19T00:00:00Z,3.978082192,5.435616438,control
1997-01-02T00:00:00Z,1997,f,2008-06-16T00:00:00Z,1989-02-24T00:00:00Z,7.860273973,11.46027397,control
2008-01-16T00:00:00Z,2008,m,2008-07-02T00:00:00Z,1996-12-11T00:00:00Z,11.10410959,0.460273973,control
2007-10-17T00:00:00Z,2008,m,2008-04-08T00:00:00Z,1998-03-08T00:00:00Z,9.616438356,0.476712329,control
2007-10-27T00:00:00Z,2008,m,2008-04-22T00:00:00Z,1992-03-19T00:00:00Z,15.61643836,0.487671233,control
2006-09-30T00:00:00Z,2007,f,2008-04-08T00:00:00Z,1998-11-23T00:00:00Z,7.857534247,1.523287671,control
2003-11-29T00:00:00Z,2004,f,2008-06-13T00:00:00Z,1992-01-10T00:00:00Z,11.89315068,4.542465753,control
2007-11-23T00:00:00Z,2008,f,2008-06-10T00:00:00Z,1993-01-02T00:00:00Z,14.89863014,0.547945205,control
2007-12-14T00:00:00Z,2008,m,2008-07-04T00:00:00Z,1990-01-24T00:00:00Z,17.89863014,0.556164384,control
2007-09-29T00:00:00Z,2008,m,2008-04-22T00:00:00Z,2002-11-10T00:00:00Z,4.887671233,0.564383562,control
1997-11-21T00:00:00Z,1998,f,2008-06-17T00:00:00Z,1991-01-29T00:00:00Z,6.816438356,10.57808219,control
2006-10-01T00:00:00Z,2007,m,2008-05-30T00:00:00Z,1997-02-01T00:00:00Z,9.668493151,1.663013699,control
1997-12-23T00:00:00Z,1998,m,2008-08-19T00:00:00Z,1990-01-24T00:00:00Z,7.917808219,10.6630137,control
2007-10-10T00:00:00Z,2008,m,2008-06-16T00:00:00Z,1986-01-27T00:00:00Z,21.71506849,0.684931507,control
2002-01-10T00:00:00Z,2002,m,2008-09-17T00:00:00Z,1993-01-04T00:00:00Z,9.021917808,6.690410959,control
2004-10-01T00:00:00Z,2005,m,2008-06-11T00:00:00Z,1998-11-14T00:00:00Z,5.884931507,3.695890411,control
1998-02-20T00:00:00Z,1998,m,2008-12-01T00:00:00Z,1989-02-23T00:00:00Z,8.997260274,10.78630137,control
2002-11-07T00:00:00Z,2003,m,2008-08-26T00:00:00Z,1991-02-13T00:00:00Z,11.73972603,5.805479452,control
2002-12-10T00:00:00Z,2003,f,2008-10-07T00:00:00Z,1993-12-31T00:00:00Z,8.947945205,5.830136986,control
2002-12-03T00:00:00Z,2003,m,2008-10-03T00:00:00Z,1989-01-09T00:00:00Z,13.90684932,5.838356164,control
2003-11-15T00:00:00Z,2004,f,2008-09-18T00:00:00Z,2000-01-20T00:00:00Z,3.821917808,4.846575342,control
1986-01-27T00:00:00Z,1986,f,2008-12-01T00:00:00Z,1980-02-04T00:00:00Z,5.983561644,22.86027397,control
1996-01-22T00:00:00Z,1996,m,2008-12-11T00:00:00Z,1983-03-06T00:00:00Z,12.89041096,12.89589041,control
2001-03-20T00:00:00Z,2001,f,2009-02-12T00:00:00Z,1994-01-02T00:00:00Z,7.216438356,7.906849315,control
1989-04-02T00:00:00Z,1989,f,2009-03-10T00:00:00Z,1981-06-13T00:00:00Z,7.808219178,19.95068493,control
1997-02-03T00:00:00Z,1997,f,2009-01-28T00:00:00Z,1992-11-28T00:00:00Z,4.18630137,11.99178082,control
2008-10-04T00:00:00Z,2009,f,2008-10-17T00:00:00Z,2001-11-06T00:00:00Z,6.915068493,0.035616438,control
2008-09-15T00:00:00Z,2009,f,2008-10-03T00:00:00Z,2003-11-24T00:00:00Z,4.81369863,0.049315068,control
2002-11-17T00:00:00Z,2003,m,2008-12-04T00:00:00Z,1996-02-15T00:00:00Z,6.75890411,6.052054795,control
1989-02-24T00:00:00Z,1989,f,2009-03-16T00:00:00Z,1980-02-04T00:00:00Z,9.063013699,20.06849315,control
1997-01-20T00:00:00Z,1997,f,2009-02-24T00:00:00Z,1991-01-27T00:00:00Z,5.98630137,12.10410959,control
2009-01-29T00:00:00Z,2009,f,2009-03-10T00:00:00Z,1989-04-02T00:00:00Z,19.84109589,0.109589041,control
1992-01-08T00:00:00Z,1992,f,2009-02-13T00:00:00Z,1981-02-18T00:00:00Z,10.89315068,17.11232877,control
2008-10-24T00:00:00Z,2009,f,2008-12-05T00:00:00Z,2004-11-06T00:00:00Z,3.967123288,0.115068493,control
2008-09-11T00:00:00Z,2009,f,2008-10-31T00:00:00Z,1989-02-24T00:00:00Z,19.55890411,0.136986301,control
1994-01-15T00:00:00Z,1994,f,2009-03-06T00:00:00Z,1987-02-19T00:00:00Z,6.909589041,15.14794521,control
1994-12-24T00:00:00Z,1995,f,2009-02-15T00:00:00Z,1983-03-06T00:00:00Z,11.8109589,14.15616438,control
2008-09-17T00:00:00Z,2009,f,2008-11-21T00:00:00Z,2003-12-13T00:00:00Z,4.767123288,0.178082192,control
2008-10-03T00:00:00Z,2009,m,2008-12-11T00:00:00Z,1994-01-19T00:00:00Z,14.71506849,0.189041096,control
1999-11-14T00:00:00Z,2000,f,2009-02-06T00:00:00Z,1991-12-29T00:00:00Z,7.882191781,9.238356164,control
2008-10-13T00:00:00Z,2009,m,2009-01-08T00:00:00Z,2002-11-26T00:00:00Z,5.884931507,0.238356164,control
2007-11-07T00:00:00Z,2008,f,2009-02-05T00:00:00Z,1999-01-19T00:00:00Z,8.805479452,1.249315068,control
2001-11-17T00:00:00Z,2002,f,2009-02-15T00:00:00Z,1994-12-27T00:00:00Z,6.895890411,7.252054795,control
2008-09-23T00:00:00Z,2009,f,2008-12-29T00:00:00Z,1991-01-27T00:00:00Z,17.66849315,0.265753425,control
2008-10-05T00:00:00Z,2009,m,2009-01-15T00:00:00Z,1999-11-14T00:00:00Z,8.898630137,0.279452055,control
1996-01-31T00:00:00Z,1996,f,2009-05-12T00:00:00Z,1981-02-22T00:00:00Z,14.94794521,13.28767123,control
2007-10-29T00:00:00Z,2008,f,2009-02-10T00:00:00Z,1999-12-27T00:00:00Z,7.843835616,1.287671233,control
2008-10-22T00:00:00Z,2009,f,2009-02-10T00:00:00Z,1987-12-07T00:00:00Z,20.89041096,0.304109589,control
1989-12-26T00:00:00Z,1990,f,2009-04-14T00:00:00Z,1984-05-25T00:00:00Z,5.591780822,19.31232877,control
2008-10-26T00:00:00Z,2009,m,2009-02-20T00:00:00Z,2001-11-17T00:00:00Z,6.945205479,0.320547945,control
2003-12-01T00:00:00Z,2004,f,2009-03-27T00:00:00Z,1993-12-31T00:00:00Z,9.923287671,5.323287671,control
2007-10-18T00:00:00Z,2008,m,2009-02-19T00:00:00Z,1992-01-25T00:00:00Z,15.73972603,1.342465753,control
2008-10-26T00:00:00Z,2009,f,2009-02-28T00:00:00Z,1994-12-24T00:00:00Z,13.84931507,0.342465753,control
2008-10-07T00:00:00Z,2009,m,2009-02-12T00:00:00Z,2001-03-20T00:00:00Z,7.556164384,0.350684932,control
2005-03-18T00:00:00Z,2005,f,2009-08-06T00:00:00Z,1987-12-07T00:00:00Z,17.29041096,4.389041096,control
2001-03-20T00:00:00Z,2001,m,2009-08-13T00:00:00Z,1997-01-17T00:00:00Z,4.17260274,8.405479452,control
2008-09-02T00:00:00Z,2009,m,2009-01-28T00:00:00Z,1997-02-03T00:00:00Z,11.58630137,0.405479452,control
2008-09-26T00:00:00Z,2009,m,2009-02-22T00:00:00Z,2004-12-09T00:00:00Z,3.8,0.408219178,control
2006-10-08T00:00:00Z,2007,f,2009-03-06T00:00:00Z,1991-01-07T00:00:00Z,15.76164384,2.410958904,control
2007-09-15T00:00:00Z,2008,f,2009-02-18T00:00:00Z,1994-01-02T00:00:00Z,13.70958904,1.430136986,control
2007-10-13T00:00:00Z,2008,m,2009-04-03T00:00:00Z,1996-02-15T00:00:00Z,11.66575342,1.473972603,control
1999-12-10T00:00:00Z,2000,m,2009-06-11T00:00:00Z,1990-01-05T00:00:00Z,9.934246575,9.509589041,control
1989-01-22T00:00:00Z,1989,m,2009-07-23T00:00:00Z,1982-02-10T00:00:00Z,6.953424658,20.51232877,control
1996-01-06T00:00:00Z,1996,f,2009-07-14T00:00:00Z,1988-02-29T00:00:00Z,7.857534247,13.52876712,control
2008-08-27T00:00:00Z,2009,f,2009-03-09T00:00:00Z,2003-01-01T00:00:00Z,5.657534247,0.531506849,control
2008-09-01T00:00:00Z,2009,m,2009-03-17T00:00:00Z,2002-01-16T00:00:00Z,6.630136986,0.539726027,control
2008-09-24T00:00:00Z,2009,m,2009-04-13T00:00:00Z,2003-12-07T00:00:00Z,4.802739726,0.550684932,control
1999-12-02T00:00:00Z,2000,m,2009-06-22T00:00:00Z,1986-03-24T00:00:00Z,13.70136986,9.561643836,control
2008-08-24T00:00:00Z,2009,f,2009-03-31T00:00:00Z,1992-01-08T00:00:00Z,16.63835616,0.6,control
2002-01-16T00:00:00Z,2002,f,2009-09-08T00:00:00Z,1989-01-09T00:00:00Z,13.02739726,7.649315068,control
1988-02-29T00:00:00Z,1988,f,2009-11-09T00:00:00Z,1983-03-06T00:00:00Z,4.989041096,21.70958904,control
1994-01-19T00:00:00Z,1994,f,2009-10-13T00:00:00Z,1982-02-04T00:00:00Z,11.96438356,15.74246575,control
2003-12-06T00:00:00Z,2004,m,2009-09-07T00:00:00Z,1989-02-23T00:00:00Z,14.79178082,5.75890411,control
2001-12-25T00:00:00Z,2002,f,2009-09-28T00:00:00Z,1997-03-28T00:00:00Z,4.747945205,7.764383562,control
1993-06-15T00:00:00Z,1993,f,2010-03-19T00:00:00Z,1985-03-22T00:00:00Z,8.238356164,16.76986301,control
1994-03-01T00:00:00Z,1994,f,2009-12-03T00:00:00Z,1990-02-01T00:00:00Z,4.079452055,15.76986301,control
2001-11-26T00:00:00Z,2002,m,2009-09-09T00:00:00Z,1997-02-18T00:00:00Z,4.77260274,7.791780822,control
2007-01-02T00:00:00Z,2007,m,2009-10-22T00:00:00Z,2002-11-05T00:00:00Z,4.161643836,2.805479452,control
2003-11-25T00:00:00Z,2004,f,2009-09-17T00:00:00Z,1999-01-19T00:00:00Z,4.852054795,5.816438356,control
1995-01-15T00:00:00Z,1995,m,2009-11-10T00:00:00Z,1987-01-26T00:00:00Z,7.975342466,14.83013699,control
1987-01-01T00:00:00Z,1987,m,2009-11-06T00:00:00Z,1980-04-14T00:00:00Z,6.720547945,22.8630137,control
1999-12-21T00:00:00Z,2000,m,2009-11-07T00:00:00Z,1994-01-19T00:00:00Z,5.923287671,9.887671233,control
2002-11-09T00:00:00Z,2003,f,2009-10-05T00:00:00Z,1987-02-19T00:00:00Z,15.73150685,6.909589041,control
2004-01-14T00:00:00Z,2004,m,2009-12-15T00:00:00Z,1998-01-22T00:00:00Z,5.980821918,5.923287671,control
2003-10-31T00:00:00Z,2004,m,2009-10-09T00:00:00Z,1992-01-25T00:00:00Z,11.77260274,5.945205479,control
1996-02-06T00:00:00Z,1996,m,2010-01-13T00:00:00Z,1982-01-25T00:00:00Z,14.04109589,13.94520548,control
1998-01-04T00:00:00Z,1998,f,2009-12-22T00:00:00Z,1994-02-04T00:00:00Z,3.917808219,11.97260274,control
1996-03-21T00:00:00Z,1996,f,2010-03-09T00:00:00Z,1986-01-27T00:00:00Z,10.15342466,13.97534247,control
2009-11-03T00:00:00Z,2010,u,2009-11-03T00:00:00Z,2000-12-08T00:00:00Z,8.909589041,0,control
2009-11-03T00:00:00Z,2010,m,2009-11-06T00:00:00Z,1986-04-15T00:00:00Z,23.56986301,0.008219178,control
2009-08-30T00:00:00Z,2010,m,2009-09-03T00:00:00Z,1991-04-02T00:00:00Z,18.42465753,0.010958904,control
2008-12-09T00:00:00Z,2009,m,2009-12-16T00:00:00Z,1992-01-15T00:00:00Z,16.91232877,1.019178082,control
2009-09-21T00:00:00Z,2010,f,2009-09-28T00:00:00Z,1998-11-18T00:00:00Z,10.84931507,0.019178082,control
2009-09-22T00:00:00Z,2010,m,2009-09-29T00:00:00Z,1996-12-11T00:00:00Z,12.7890411,0.019178082,control
2009-11-30T00:00:00Z,2010,m,2009-12-07T00:00:00Z,1994-03-01T00:00:00Z,15.76164384,0.019178082,control
2009-08-25T00:00:00Z,2010,m,2009-09-03T00:00:00Z,2003-11-24T00:00:00Z,5.756164384,0.024657534,control
2010-01-01T00:00:00Z,2010,m,2010-01-12T00:00:00Z,1995-01-31T00:00:00Z,14.92876712,0.030136986,control
2009-09-15T00:00:00Z,2010,m,2009-09-28T00:00:00Z,2002-11-09T00:00:00Z,6.854794521,0.035616438,control
1994-01-03T00:00:00Z,1994,m,2010-01-14T00:00:00Z,1985-01-01T00:00:00Z,9.010958904,16.04109589,control
2003-11-10T00:00:00Z,2004,m,2009-11-25T00:00:00Z,1995-12-27T00:00:00Z,7.876712329,6.046575342,control
1997-02-18T00:00:00Z,1997,f,2010-03-13T00:00:00Z,1990-02-01T00:00:00Z,7.052054795,13.07123288,control
1996-02-15T00:00:00Z,1996,f,2010-03-26T00:00:00Z,1991-01-27T00:00:00Z,5.054794521,14.11780822,control
